source	target	note	status
【奈落】幼妻の精霊使い	【奈落】幼妻的精灵使	新字典	done
誇り高き弓使い	高傲的弓手	新字典	done
深き森の射手	深邃森林的射手	新字典	done
雪華玲瓏の女王	雪华玲珑的女王	新字典	done
【奈落】誇り高き弓使い	【奈落】高傲的弓手	新字典	done
撃鉄の義勇兵	击铁之义勇兵	新字典	done
爛漫に咲く銃火の花	烂漫绽放的枪火之花	新字典	done
夏を撃ち落とす愛銃	击落夏天的爱枪	新字典	done
兵士イリーナ	士兵伊莉娜	新字典	done
【奈落】撃鉄の義勇兵	【奈落】击铁之义勇兵	新字典	done
食欲を愛するドワリン	热爱食欲的矮人族	新字典	done
豊饒たる慈育の大地	丰饶慈育的大地	新字典	done
【奈落】食欲を愛するドワリン	【奈落】热爱食欲的矮人族	新字典	done
砂漠のシーフキャット	沙漠的盗贼猫	新字典	done
彼方に馳せる好奇心	驰向彼方的好奇心	新字典	done
【奈落】砂漠のシーフキャット	【奈落】沙漠的盗贼猫	新字典	done
アイドルヒーラー	偶像治愈师	新字典	done
萌芽する癒しの加護	萌芽的治愈加护	新字典	done
【奈落】アイドルヒーラー	【奈落】偶像治愈师	新字典	done
操られているクルチャ	被操纵的库尔恰	新字典	done
無邪気なヴァンピール	天真无邪的吸血族	新字典	done
陽気に輝く夜の血族	欢快闪耀的夜之血族	新字典	done
月夜に浮かぶ紅狩人	浮于月夜的红衣猎人	新字典	done
【奈落】無邪気なヴァンピール	【奈落】天真无邪的吸血族	新字典	done
火山の暴君	火山的暴君	新字典	done
天地に荒ぶ紅蓮の咆哮	肆虐天地的红莲咆哮	新字典	done
【奈落】火山の暴君	【奈落】火山的暴君	新字典	done
美声のセイレーナ	美声的人鱼族	新字典	done
いざないの歌姫	邀约的歌姬	新字典	done
【奈落】美声のセイレーナ	【奈落】美声的人鱼族	新字典	done
平和の導き手	和平的引导者	新字典	done
永劫なる平和の光輝	永恒和平的光辉	新字典	done
救世を誓いし姫勇者	誓约救世的姬勇者	新字典	done
【奈落】平和の導き手	【奈落】和平的引导者	新字典	done
パルヴィンの軍略姫	帕尔温的军略姬	新字典	done
戦場を彩る瀟洒な軍師	点缀战场的潇洒军师	新字典	done
【奈落】パルヴィンの軍略姫	【奈落】帕尔温的军略姬	新字典	done
戦槌の天使	战槌的天使	新字典	done
堕天せし魂の解放者	堕天灵魂的解放者	新字典	done
サンタリディア	圣诞莉蒂娅	新字典	done
【奈落】戦槌の天使	【奈落】战槌的天使	新字典	done
力を愛する放埒の王	热爱力量的放纵之王	新字典	done
深淵を纏いし女王	身缠深渊的女王	新字典	done
怪盗G	怪盗G	新字典	done
極彩色を纏う南国女王	身披绚丽色彩的南国女王	新字典	done
【奈落】力を愛する放埒の女王	【奈落】热爱力量的放纵女王	新字典	done
贖罪の非常勤講師	赎罪的兼职讲师	新字典	done
【奈落】贖罪の非常勤講師	【奈落】赎罪的兼职讲师	新字典	done
操られているナジャ	被操纵的娜迦	新字典	done
緑の家族を統べし女王	统率绿色家族的女王	新字典	done
幕開ける森の新時代	揭开序幕的森林新时代	新字典	done
【奈落】緑の家族を統べし女王	【奈落】统率绿色家族的女王	新字典	done
【奈落】刻を司る天上人	【奈落】掌管时间的原天上人	新字典	done
風の天上人が使徒	风之天上人使徒	新字典	done
【奈落】風の天上人が使徒	【奈落】风之天上人使徒	新字典	done
【奈落】吶喊するゴーレム使い	【奈落】呐喊的魔像使	新字典	done
【奈落】永遠の同志	【奈落】永远的同志	新字典	done
吸血秘す優雅な副会長	隐藏吸血之秘的优雅副会长	新字典	done
美化と世話焼きの博愛	美化与照顾他人的博爱	新字典	done
忠義に咲く孤高の桃花	因忠义绽放的孤高桃花	新字典	done
世を照らす慈愛の春陽	照耀世间的慈爱春阳	新字典	done
穏やかな制服	平稳的制服	新字典	done
酒精と揺れる水面	酒精与摇曳的水面	新字典	done
アルテミア	阿尔忒弥亚	新字典	done
清廉潔白な筆記者	清廉洁白的笔记者	新字典	done
海辺に咲く大輪の紅	海边绽放的大轮之红	新字典	done
怨霊祓う純真な祈り	驱除怨灵的纯真祈祷	新字典	done
聖女と海の円舞曲	圣女与海的圆舞曲	新字典	done
海原彩る叡智の陽ざし	映照大海的睿智阳光	新字典	done
勝利を掴む気高き皇女	紧握胜利的高贵皇女	新字典	done
努力家の制服	努力家的制服	新字典	done
亡国の皇女	亡国的皇女	新字典	done
心躍る常夏の放浪者	心潮澎湃的常夏流浪者	新字典	done
自信家の制服	自信家的制服	新字典	done
女王を守る熱血の剣	守护女王的热血之剑	新字典	done
筆翔ける新年の墨蹟	挥毫泼墨的新年笔迹	新字典	done
栄養満点笑顔百点	营养满分笑容百分	新字典	done
雫玉散る華の舞踏	水珠飞散之花舞	新字典	done
紺碧の錬金日和	蔚蓝的炼金好天气	新字典	done
光輝放つ流星と波濤	绽放光辉的流星与波涛	新字典	done
星と友に想いを馳せて	与星辰共寄思念	新字典	done
潮風と語らう午睡	与海风交谈的午睡	新字典	done
弾ける夏色ステップ	迸发的夏日色彩舞步	新字典	done
スイーツドラゴニア	甜点龙人族	新字典	done
夏空に輝く赤い翼	夏空中闪耀的红色翅膀	新字典	done
人望厚き水着姫	德高望重的泳装公主	新字典	done
ピカピカアクアリウム	闪闪发光的水族馆	新字典	done
湖に映る永遠の慈愛	映于湖面的永恒慈爱	新字典	done
講師の制服	讲师制服	新字典	done
海風に舞う緑の女王	海风中起舞的绿色女王	新字典	done
華麗に彩る深緑の母	华丽点缀的深绿之母	新字典	done
砂原に刻むステップ	刻于沙原的舞步	新字典	done
陽光と戯れる水しぶき	与阳光嬉戏的水花	新字典	done
波間に響く至誠の祈り	回荡于波涛间的至诚祈祷	新字典	done
聖光帯びし導きの教鞭	带有圣光的引导教鞭	新字典	done
夏を眩ませる貴人の花	迷眩夏日的贵人之花	新字典	done
吶喊するゴーレム使い	呐喊的魔像使	新字典	done
永遠の同志	永远的同志	新字典	done
はじめての制服	初次穿着的制服	新字典	done
煌めくさざ波のロンド	闪烁涟漪的回旋曲	新字典	done
海底王国の女王	海底王国的女王	新字典	done
浅瀬に輝く瑠璃の女王	浅滩上闪耀的琉璃女王	新字典	done
アシュリー	阿修莉	新字典	done
クリス	克丽丝	新字典	done
ソフィ	索菲	新字典	done
ラディス	拉蒂丝	新字典	done
ベアトリーチェ	贝阿特丽切	新字典	done
コト	琴	新字典	done
クレア	克蕾雅	新字典	done
パトリシア	帕特丽西雅	新字典	done
フランチェスカ	弗兰切斯卡	新字典	done
ポリン	波琳	新字典	done
エルミナ	艾尔米娜	新字典	done
セシル	塞西尔	新字典	done
ティセ	缇赛	新字典	done
イリーナ	伊莉娜	新字典	done
ファム	法姆	新字典	done
ラウラ	劳菈	新字典	done
クルチャ	库尔恰	新字典	done
ヴァレリア	瓦蕾莉亚	新字典	done
シャロン	夏隆	新字典	done
ウィル	薇尔	新字典	done
ルージェニア	露洁妮娅	新字典	done
プリシラ	普莉希拉	新字典	done
リディア	莉蒂娅	新字典	done
ギゼリック	吉泽莉克	新字典	done
ナジャ	娜迦	新字典	done
アナスチガル	安娜丝奇卡尔	新字典	done
フリッカ	芙莉卡	新字典	done
オリヴィエ	奥莉薇耶	新字典	done
アリン	艾琳	新字典	done
ユー	优	新字典	done
レーナ	蕾娜	新字典	done
アンジェリーク	安洁莉可	新字典	done
フィーナ	菲娜	新字典	done
朝霧麻衣	朝雾麻衣	新字典	done
白崎つぐみ	白崎绪美	新字典	done
鈴木佳奈	铃木佳奈	新字典	done
千堂瑛里華	千堂瑛里华	新字典	done
悠木陽菜	悠木阳菜	新字典	done
宮国朱璃	宫国朱璃	新字典	done
椎葉古杜音	椎叶古杜音	新字典	done
ティア	缇娅	新字典	done
リシア	莉西娅	新字典	done
エステル	艾丝蒂尔	新字典	done
リース	莉丝	新字典	done
冥王	冥王	新字典	done
ユー	优	新字典	done
リリィ	莉莉	新字典	done
精霊A	精灵A	新字典	done
精霊B	精灵B	新字典	done
精霊C	精灵C	新字典	done
精霊D	精灵D	新字典	done
精霊E	精灵E	新字典	done
食人植物	食人植物	新字典	done
バブー	巴布	新字典	done
コーとモリー	小蝙和小蝠	新字典	done
スゴ肉	超级肌肉	新字典	done
精霊F	精灵F	新字典	done
精霊G	精灵G	新字典	done
精霊H	精灵H	新字典	done
アシュリー・アルヴァスティ	阿修莉·阿尔瓦斯缇	新字典	done
クリスティン・ケトラ	克丽丝汀·凯特拉	新字典	done
ソフィアレーナ・ブロンセカ・クッカ・ヤトゥクー	索菲亚蕾娜·布隆塞卡·库卡·亚图库	新字典	done
アユカワ・コト	鲶川·琴	新字典	done
クレア・フィランドル	克蕾雅·菲兰朵尔	新字典	done
パトリシア・シャンディ	帕特丽西雅·香蒂	新字典	done
フランチェスカ・フレインセニエ	弗兰切斯卡·弗雷因瑟涅	新字典	done
ポリン・フォン・ハイルブロン	波琳·冯·海尔布隆	新字典	done
セシル・ライカ・エンゲル・ベルグルンド	塞西尔·莱卡·恩格尔·贝尔格伦德	新字典	done
ティセザーレ・ストューカ・マチュルフカ	缇赛萨蕾·斯图卡·玛秋露芙卡	新字典	done
イリーナ・ボンダルチューク	伊莉娜·邦达尔丘克	新字典	done
ファム・ファルホーフ	法姆·法尔霍夫	新字典	done
ラウラ・ケリリ	劳菈·凯莉莉	新字典	done
クルチャ・アステ	库尔恰·阿斯特	新字典	done
ヴァレリア・リスティ・ド・シェルバネスク	瓦蕾莉亚·莉丝缇·德·谢尔巴内斯库	新字典	done
シャロン・オリーヴァ	夏隆·奥莉瓦	新字典	done
ウィルヘルミーナ・シュヴィール	薇尔赫尔米娜·修维尔	新字典	done
ルージェニア・ハディク・ド・パルヴィン	露洁妮娅·哈迪克·德·帕尔温	新字典	done
プリシラ・マルツェル・ド・パルヴィン	普莉希拉·玛尔采尔·德·帕尔温	新字典	done
ギゼリック・ファウスタ	吉泽莉克·法乌斯塔	新字典	done
アナスチガル・エルマー・エンゲル・ベルグルンド	安娜丝奇卡尔·艾尔玛·恩格尔·贝尔格伦德	新字典	done
オリヴィエ・クロムライト	奥莉薇耶·克罗姆莱特	新字典	done
アリン・フォン・ハイルブロン	艾琳·冯·海尔布隆	新字典	done
レーナントルーデ・サリウス・シャオーム	蕾南特露德·萨利乌斯·夏奥姆	新字典	done
アンジェリーク・フォン・グラーゼル	安洁莉可·冯·格拉泽尔	新字典	done
フィーナ・ファム・アーシュライト	菲娜·法姆·阿修莱特	新字典	done
ユースティア・アストレア	尤斯蒂娅·阿斯特蕾亚	新字典	done
リシア・ド・ノーヴァス・ユーリィ	莉西娅·德·诺瓦斯·优里	新字典	done
エステル・フリージア	艾丝蒂尔·芙莉吉亚	新字典	done
リースリット・ノエル	莉丝莉特·诺艾尔	新字典	done
ベロス	贝罗斯	新字典	done
ゼロノス	泽洛诺斯	新字典	done
ハデス	哈迪斯	新字典	done
リスティ	利斯缇	新字典	done
ヴェロニカ	维罗妮卡	新字典	done
ゼクト	赛克托	新字典	done
ちびリリィ	小小莉莉	新字典	done
ロサリエ	萝莎莉叶	新字典	done
ハルカゼ	春风	新字典	done
ミュルケス	缪露可丝	新字典	done
グロス	古罗斯	新字典	done
マリエラ	玛丽艾拉	新字典	done
イルマ	伊尔玛	新字典	done
カティ	卡蒂	新字典	done
ガルガンチュア	伽尔冈都亚	新字典	done
白銀の疾風と呼ばれ、世界的に活躍と高潔さが知られた騎士。<br>有名人との自覚はなく、女の子にモテると内心ドキドキしてしまう。<br>主への忠義が第一で、現実の厳しさにぶつかっても諦めない<br>努力と信念の人。	被称为白银的疾风，以世界级的活跃与高洁而闻名的骑士。<br>本人并无名人自觉，被女孩子喜欢时内心会小鹿乱撞。<br>对主君的忠义为第一优先，即使面对现实的严峻也决不放弃，<br>是一位努力与信念之人。	新字典	done
神聖魔術を操る聖神官で、品行方正な優等生。<br>聖樹教会の教義では冥王を邪神と定めていることから、<br>冥王に一目惚れしてしまった自分を戒めるため毎晩滝に打たれ<br>「へあっ！ へあっ！」と聖印を切っている。	操纵神圣魔法的圣神官，品行端正的优等生。<br>因圣树教会教义将冥王定为邪神，<br>为惩戒对冥王一见钟情的自己，每晚都去瀑布冲淋，<br>并「嘿啊！嘿啊！」地划着圣印。	新字典	done
大人の落ち着きを持った癒やし系ダークエルフィン。<br>おっとりした印象ながら巨大戦斧を軽々と振り回す。<br>面倒見が良く料理も上手で皆に慕われるも、<br>年齢を聞くと静かにキレる。感情が昂ると耳がぴこぴこ動く。	拥有大人般沉稳气质的治愈系暗黑艾尔芙族。<br>虽给人稳重大方的印象，却能轻松挥舞巨大战斧。<br>很会照顾人且擅长料理，受到众人爱戴，<br>但若被问及年龄就会静静发怒。情绪高涨时耳朵会抽动。	新字典	done
若くして才能を開花させた大魔法使い。<br>栄養は全て頭に行ってしまったようで、体型はミニマム。<br>歯に衣着せず言いたいことをずばずば言う。<br>容赦ない口調でごまかそうにも滲み出る冥王への敬意が隠しきれない。	年纪轻轻便才华绽放的大魔法使。<br>营养似乎全跑到脑袋去了，体型娇小玲珑。<br>说话直来直往毫不遮掩。<br>即便用不留情面的语气搪塞，也掩藏不住流露而出的对冥王的敬意。	新字典	done
